X,Y
53.69297,-30.703175
54.004196,-8.508535
42.197323,-31.495834
50.61975,-8.304565
48.022892,-30.23412
35.029774,-18.48178
41.760475,-27.586681
45.78863,-34.52809
61.78188,-26.286766
36.7563,-28.352661
30.390217,-17.065916
46.662514,-33.4017
40.245247,-24.242804
51.654594,-30.58638
40.729862,-22.757616
60.26488,-11.001394
64.3523,-17.768654
43.188107,-10.680052
46.293873,-15.917841
32.369858,-21.41516
38.77595,-34.425
45.5626,-33.938538
46.490494,-10.853739
45.618893,-10.021597
52.635513,-18.057446
66.384476,-32.414757
29.742271,-26.605099
43.435246,-14.2531805
48.20481,-30.372314
43.996048,-33.91209
79.0886,-55.65061
37.601974,-31.32955
68.93815,-46.048923
45.11743,-10.853443
55.182777,-7.644482
44.8882,-34.035294
40.190685,-28.386335
29.312963,-39.425106
67.62282,-33.42781
41.87499,-14.245195
42.364693,-20.161068
41.023193,-33.85803
42.87352,-19.38722
62.01722,-27.813917
74.56729,-45.787716
36.66867,-20.809309
36.91313,-33.42379
56.457184,-24.797268
43.48233,-32.243538
54.294674,-20.513685
45.513004,-32.293045
56.6463,-26.30713
69.01951,-37.15462
47.20034,-33.100967
30.67099,-37.576187
30.547821,-21.523323
46.573708,-16.693485
62.868374,-28.110374
74.592064,-48.37623
52.23079,-31.401669
42.201725,-31.388462
42.892353,-35.065697
43.982307,-21.894058
67.72768,-31.154541
70.20832,-44.70614
41.980503,-32.70229
29.379337,-24.303686
46.50499,-12.475446
34.281628,-17.692425
69.883575,-47.835304
30.193054,-37.100433
30.675156,-33.20956
34.87846,-27.506594
46.147617,-31.810177
44.00616,-33.172733
62.02285,-30.551115
62.91227,-23.966589
33.214344,-29.269619
58.028328,-30.895048
63.579216,-30.525635
46.855587,-19.694069
33.407185,-25.066244
39.988697,-34.377735
45.98312,-12.012527
56.305668,-28.546242
50.84077,-28.9135
62.603634,-26.87423
62.485382,-21.75501
35.99617,-30.140158
62.34161,-28.223877
50.808945,-30.081406
75.23085,-52.636597
36.760834,-34.870033
76.17529,-53.184624
39.1033,-16.015486
30.354246,-19.37027
52.048325,-8.757929
46.271244,-18.850843
66.24141,-29.994356
31.25483,-23.84113
45.999393,-31.87091
53.695503,-30.9152
49.171165,-10.993805
61.59479,-18.753124
50.438976,-10.6102295
62.259045,-27.507242
62.946278,-31.943235
57.681416,-8.842022
55.698883,-6.738953
42.09775,-13.927696
40.40753,-15.272635
53.959816,-25.036118
42.907745,-14.735704
34.89472,-28.607552
43.34484,-14.555933
70.108284,-26.013496
44.792805,-17.728083
53.768635,-29.419174
60.5634,-24.828176
46.68363,-31.928383
43.407993,-20.521713
51.876896,-30.373274
38.254105,-31.69997
31.737932,-30.758533
46.893257,-32.068687
57.569317,-22.269243
61.49826,-28.14846
41.755707,-33.472424
27.599844,-21.831532
43.372646,-20.901089
31.766117,-22.842915
79.100365,-53.429893
55.067898,-15.094942
36.893784,-32.971268
49.246704,-33.246014
42.575874,-34.03831
51.051888,-32.229057
32.587692,-27.450603
45.833073,-18.9096
46.627625,-11.191471
63.61722,-30.735239
60.890743,-25.975395
32.51982,-26.331127
45.07821,-33.22965
73.253494,-34.572994
48.305073,-31.30871
38.109398,-35.183125
36.815742,-15.091098
57.451782,-20.306038
49.384052,-12.361269
39.65587,-18.89448
53.882256,-10.415297
34.625107,-13.957346
55.802696,-29.789593
32.816174,-16.45879
60.47191,-18.435625
30.954632,-17.922693
38.53352,-38.301945
42.90711,-31.401682
43.121735,-21.213596
76.34204,-46.995667
44.557877,-10.907194
81.36005,-57.035294
49.092533,-31.478453
63.975037,-30.727896
29.258076,-37.467075
51.476994,-8.908205
43.521385,-22.3593
53.89683,-30.7749
64.59711,-30.55773
35.427258,-35.971207
59.5674,-12.043048
32.836456,-15.1045885
65.66241,-32.35889
49.83225,-10.075302
32.98607,-23.640125
51.95775,-10.194632
59.03168,-11.561954
68.03886,-36.201263
38.450012,-35.169434
35.599422,-30.085215
40.122257,-32.28467
58.716713,-14.001224
66.365234,-29.455288
51.8499,-22.169567
73.952225,-49.443123
69.69512,-48.373558
45.54994,-33.12252
41.738922,-12.027883
42.90664,-22.027443
45.32862,-33.43108
64.49012,-32.379185
56.27291,-13.488366
28.060854,-19.25036
46.599247,-31.43829
31.294825,-26.199402
51.58749,-32.200806
31.650326,-24.647015
59.001003,-11.963085
39.62288,-21.568193
30.342268,-14.863065
69.544136,-51.036716
27.553389,-35.594753
77.300316,-46.870426
45.0383,-15.667272
63.408127,-23.165983
55.639835,-8.437668
63.353233,-26.038712
54.51418,-29.076006
64.14216,-27.776094
44.840195,-14.504902
41.17374,-19.99964
48.98247,-32.32949
43.3267,-22.923992
36.098366,-31.7001
43.600952,-12.691421
33.29842,-29.911863
59.337856,-19.392822
64.41583,-32.520817
74.16639,-44.767616
36.566944,-33.154724
63.271572,-25.569063
53.962013,-30.152288
47.670357,-10.782679
34.096046,-19.482784
46.602516,-31.821156
41.19926,-36.010048
73.41049,-43.546886
58.23707,-15.212933
38.651573,-13.755721
60.202633,-29.542187
62.51838,-29.693413
77.26629,-50.98034
32.033325,-32.709476
75.700874,-57.885258
47.936947,-18.846472
54.29567,-24.662823
58.100876,-27.937841
40.121464,-36.119186
27.1432,-11.975123
71.74684,-40.717915
46.03002,-10.466162
51.077698,-9.35924
61.486343,-26.200129
62.568695,-17.982788
60.7943,-24.661936
63.052692,-20.919275
42.879135,-33.88184
60.889515,-19.705046
39.851048,-12.957108
64.75371,-26.10508
31.597242,-37.916256
46.03353,-21.798515
30.65407,-38.355453
33.611603,-33.39671
54.452286,-30.314526
34.451294,-36.537956
42.55957,-33.644787
47.040745,-13.285666
71.6306,-43.814667
54.059704,-30.865812
33.953594,-17.601778
46.799767,-31.591618
70.31292,-35.483135
42.173416,-15.004789
63.497524,-18.803799
49.805298,-32.440804
35.378136,-23.533964
50.460754,-30.965279
37.820297,-33.184498
72.83579,-39.958103
28.188494,-21.265266
29.910715,-37.482716
61.392548,-28.270391
41.390564,-12.114051
77.86603,-57.2021
57.947926,-9.804623
38.529736,-31.326382
58.561176,-19.244005
31.692621,-16.166258
39.36718,-36.348736
43.27504,-32.997253
33.90242,-32.574696
33.99033,-21.431217
63.92171,-31.887857
46.01173,-16.750345
36.895393,-32.414238
31.166958,-17.10663
30.760178,-19.397743
58.712246,-23.341179
43.850037,-18.2738
41.420387,-33.071735
47.34693,-13.3836
53.253044,-9.282242
29.874077,-22.805634
58.823353,-31.230019
59.27191,-31.541965
32.448612,-30.134556
44.622036,-35.700848
28.417934,-19.457058
43.54569,-15.128596
61.987904,-28.901379
52.98459,-19.983595
45.28468,-11.369232
31.60878,-37.558258
39.550526,-27.72159
59.09434,-15.187717
38.540134,-27.962898
58.005314,-30.488123
41.673622,-20.501684
81.45893,-56.882812
59.277508,-20.648603
41.832302,-13.63099
59.847134,-28.86495
52.428173,-27.205545
71.94422,-38.89888
69.597084,-34.831818
60.702957,-15.932965
31.480686,-19.68331
32.372818,-29.760685
49.287403,-33.39749
60.012817,-15.379204
39.7457,-24.868818
64.3048,-30.33477
38.069588,-34.416492
33.22919,-30.508781
64.55979,-32.741966
38.329727,-34.632088
33.244667,-28.605602
57.453747,-22.036842
46.355232,-13.663457
29.330793,-19.42906
33.938824,-18.182634
35.955093,-34.714653
43.505928,-13.5759735
60.98739,-28.983463
59.467064,-29.423407
73.023834,-52.400436
56.03744,-11.1275215
31.694675,-27.097736
75.50031,-51.409996
38.037216,-33.67301
79.006096,-52.539597
72.97837,-51.892334
63.308636,-32.49095
33.843094,-26.063288
32.3436,-33.572098
56.91671,-25.434414
38.980053,-20.318035
38.799526,-39.549183
47.761578,-31.990677
30.282879,-37.45808
52.483566,-7.525164
65.85292,-32.799686
64.380066,-32.965538
44.30076,-33.285454
37.291058,-31.979078
39.16384,-32.9587
41.009075,-35.39706
50.53343,-6.0107865
49.385227,-32.67798
25.784931,-36.26434
42.881138,-11.997831
67.67447,-44.033623
54.86931,-9.854105
60.183258,-18.785501
42.396336,-33.392147
48.557713,-32.329746
65.97798,-33.518322
39.669384,-13.992149
31.607775,-30.237438
59.723804,-18.542421
43.09543,-16.578917
58.790413,-18.096136
52.678432,-31.41356
50.20654,-32.840893
73.82393,-42.59132
40.053112,-33.299713
71.063866,-43.343765
62.424744,-28.856525
65.11295,-30.220737
